id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
127057405,2022-07-20 09:09:15,2022-07-20,2022-07-20 06:09:15 +0000,St. Petersburg,3502221,naturalist40722,Сергей Саввин,2022-07-20 06:10:07 +0000,2022-09-06 17:27:33 +0000,research,,https://www.inaturalist.org/observations/127057405,https://static.inaturalist.org/photos/215661569/medium.jpeg,,"",,2,0,false,2,"им. Цюрупы, Московская обл., Россия, 140221",55.4935563047,38.6529268697,952,,,,952,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Кислица прямая,Oxalis stricta,Кислица прямая,Plantae,53183,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,,,Oxalis,,Oxalis stricta,,,,
132922976,2022-08-30 10:39:18+03:00,2022-08-30,2022-08-30 07:39:18 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-08-30 07:50:39 +0000,2022-09-02 21:19:33 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/132922976,https://inaturalist-open-data.s3.amazonaws.com/photos/226337537/medium.jpg,,"","",2,0,false,3,"улица Рабочий Городок, Imeni Tsyurupy, Moscow Oblast, RU",55.4944033333,38.6446616667,44,,,,44,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Mante religieuse,Mantis religiosa,Обыкновенный богомол,Insecta,53905,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Mantodea,Eumantodea,Mantoidea,Mantidae,Mantinae,,,,Mantis,,Mantis religiosa,,,,
133430699,2022-09-03 09:50:46+03:00,2022-09-03,2022-09-03 06:50:46 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-03 06:50:57 +0000,2022-12-24 20:55:54 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/133430699,https://inaturalist-open-data.s3.amazonaws.com/photos/227278270/medium.jpg,,budetinetakoe_check_summer,"",0,0,false,3,"Imeni Tsyurupy, Moscow Oblast, RU",55.4942003694,38.6292822223,28,,,,28,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Астра новобельгийская,Symphyotrichum novi-belgii,Астра новобельгийская,Plantae,169474,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Symphyotrichinae,Symphyotrichum,,Symphyotrichum novi-belgii,,,,
133587440,2022/09/04 7:56 AM,2022-09-04,2022-09-04 04:56:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 09:55:08 +0000,2022-09-04 09:58:05 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133587440,https://inaturalist-open-data.s3.amazonaws.com/photos/227565678/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4943861111,38.6291972222,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Пижма обыкновенная,Tanacetum vulgare,Пижма обыкновенная,Plantae,55971,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Anthemidinae,Tanacetum,,Tanacetum vulgare,,,,
133588529,2022/09/04 08:20,2022-09-04,2022-09-04 05:20:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 10:09:53 +0000,2022-09-04 10:13:30 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133588529,https://inaturalist-open-data.s3.amazonaws.com/photos/227569195/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4937638889,38.6285555556,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,marsh gentian,Gentiana pneumonanthe,Горечавка лёгочная,Plantae,118863,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,,Gentianeae,Gentianinae,Gentiana,,Gentiana pneumonanthe,,,,
133589272,2022/09/04 08:22,2022-09-04,2022-09-04 05:22:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 10:23:26 +0000,2022-09-04 10:43:10 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133589272,https://inaturalist-open-data.s3.amazonaws.com/photos/227569960/medium.jpeg,,"",,2,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4939472222,38.6281611111,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Вейник наземный,Calamagrostis epigejos,Вейник наземный,Plantae,204260,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Agrostidinae,Calamagrostis,,Calamagrostis epigejos,,,,
133591602,2022/09/04 08:42,2022-09-04,2022-09-04 05:42:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 10:54:06 +0000,2022-09-05 11:58:32 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133591602,https://inaturalist-open-data.s3.amazonaws.com/photos/227575088/medium.jpeg,,"",,1,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4931611111,38.6353694444,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Повой заметный,Calystegia sepium spectabilis,Повой заметный,Plantae,1397747,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,Convolvuloideae,,Convolvuleae,,Calystegia,,Calystegia sepium,,Calystegia sepium spectabilis,,
133592287,2022/09/04 08:46,2022-09-04,2022-09-04 05:46:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 11:03:17 +0000,2022-09-04 13:50:22 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133592287,https://inaturalist-open-data.s3.amazonaws.com/photos/227575604/medium.jpeg,,"",,2,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4932055556,38.6357472222,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,European goldenrod,Solidago virgaurea,Золотарник обыкновенный,Plantae,118850,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,Solidago virgaurea,,,,
133592521,2022/09/04 08:48,2022-09-04,2022-09-04 05:48:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 11:06:01 +0000,2022-09-05 12:01:24 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133592521,https://inaturalist-open-data.s3.amazonaws.com/photos/227577067/medium.jpeg,,"",,1,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4933555556,38.6363722222,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Тысячелистник обыкновенный,Achillea millefolium,Тысячелистник обыкновенный,Plantae,52821,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Matricariinae,Achillea,,Achillea millefolium,,,,
133592792,2022/09/04 08:53,2022-09-04,2022-09-04 05:53:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 11:10:54 +0000,2022-09-04 11:17:24 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133592792,https://inaturalist-open-data.s3.amazonaws.com/photos/227577406/medium.jpeg,,"",,1,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4938027778,38.6377833333,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Полынь обыкновенная,Artemisia vulgaris,Полынь обыкновенная,Plantae,52856,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Artemisiinae,Artemisia,,Artemisia vulgaris,,,,
133593549,2022/09/04 08:54,2022-09-04,2022-09-04 05:54:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 11:22:10 +0000,2022-09-23 16:49:50 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133593549,https://inaturalist-open-data.s3.amazonaws.com/photos/227579063/medium.jpeg,,"",,3,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4938777778,38.6378166667,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Sympétrum jaune,Sympetrum flaveolum,Стрекоза жёлтая,Insecta,117294,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Sympetrum,,Sympetrum flaveolum,,,,
133593940,2022/09/04 08:57,2022-09-04,2022-09-04 05:57:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 11:27:21 +0000,2022-09-05 23:36:42 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133593940,https://inaturalist-open-data.s3.amazonaws.com/photos/227579721/medium.jpeg,,"","",1,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4938611111,38.6379083333,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Икотник серо-зелёный,Berteroa incana,Икотник серо-зелёный,Plantae,75762,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Alysseae,,Berteroa,,Berteroa incana,,,,
133594552,2022/09/04 09:00,2022-09-04,2022-09-04 06:00:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 11:35:33 +0000,2022-09-04 11:42:31 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133594552,https://inaturalist-open-data.s3.amazonaws.com/photos/227580211/medium.jpeg,,"",,1,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4945194444,38.6393666667,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Чистотел большой,Chelidonium majus,Чистотел большой,Plantae,55757,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Chelidonieae,,Chelidonium,,Chelidonium majus,,,,
133594948,2022/09/04 09:01,2022-09-04,2022-09-04 06:01:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-04 11:41:41 +0000,2022-09-05 11:59:32 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133594948,https://inaturalist-open-data.s3.amazonaws.com/photos/227581411/medium.jpeg,,"",,1,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4944805556,38.6394472222,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Smooth Brome,Bromus inermis,Костёр безостый,Plantae,75903,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Bromeae,,Bromus,,Bromus inermis,,,,
133729990,2022/09/05 07:40,2022-09-05,2022-09-05 04:40:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-05 06:10:20 +0000,2022-09-05 06:11:38 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133729990,https://inaturalist-open-data.s3.amazonaws.com/photos/227831904/medium.jpeg,,"",На опушке соснового и сосново-смешанного леса,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4883277778,38.6264361111,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Сосна обыкновенная,Pinus sylvestris,Сосна обыкновенная,Plantae,58722,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,,,Pinus,,Pinus sylvestris,,,,
133729991,2022/09/05 07:44,2022-09-05,2022-09-05 04:44:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-05 06:10:21 +0000,2022-09-10 18:53:36 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133729991,https://inaturalist-open-data.s3.amazonaws.com/photos/227832034/medium.jpeg,,"","На песчаном откосе, на краю соснового леса. Цветоносного стебля никогда не видел (т.е. в последние 20 лет)",2,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4883111111,38.62635,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Молодило шароносное,Sempervivum globiferum,Молодило шароносное,Plantae,909393,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Semperviveae,,Sempervivum,,Sempervivum globiferum,,,,
133730429,2022/09/05 07:47,2022-09-05,2022-09-05 04:47:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-05 06:18:44 +0000,2022-09-05 11:58:11 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/133730429,https://inaturalist-open-data.s3.amazonaws.com/photos/227833904/medium.jpeg,,"","",0,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4882722222,38.6264194444,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Кладония Оленья,Cladonia rangiferina,Кладония оленья,Fungi,119778,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Cladoniaceae,,,,,Cladonia,,Cladonia rangiferina,,,,
133731703,2022/09/05 07:50,2022-09-05,2022-09-05 04:50:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-05 06:41:24 +0000,2022-09-06 13:34:54 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133731703,https://inaturalist-open-data.s3.amazonaws.com/photos/227836507/medium.jpeg,,"","",1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4883527778,38.6264083333,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Абиетинелла пихтовидная,Abietinella abietina,Абиетинелла пихтовидная,Plantae,157814,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,,,,Abietinella,,Abietinella abietina,,,,
133732131,2022/09/05 07:53,2022-09-05,2022-09-05 04:53:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-05 06:50:31 +0000,2022-09-05 07:45:05 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133732131,https://inaturalist-open-data.s3.amazonaws.com/photos/227837985/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.488175,38.62645,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Букашник горный,Jasione montana,Букашник горный,Plantae,55022,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,,,Jasione,,Jasione montana,,,,
133732580,2022/09/05 08:00,2022-09-05,2022-09-05 05:00:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-05 06:59:55 +0000,2022-09-05 07:02:40 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133732580,https://inaturalist-open-data.s3.amazonaws.com/photos/227838750/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4871472222,38.6264805556,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Rotstängelmoos,Pleurozium schreberi,Плеврозиум Шребера,Plantae,130677,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,,,Pleurozium,,Pleurozium schreberi,,,,
133733930,2022/09/05 08:19,2022-09-05,2022-09-05 05:19:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-05 07:23:59 +0000,2022-09-05 07:43:20 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133733930,https://inaturalist-open-data.s3.amazonaws.com/photos/227841153/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4869222222,38.6291361111,10,,,,10,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ель обыкновенная,Picea abies,Ель обыкновенная,Plantae,63567,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,,,Picea,,Picea abies,,,,
133884995,2022/09/05 19:15,2022-09-05,2022-09-05 16:15:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 07:05:51 +0000,2022-09-06 14:50:21 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/133884995,https://inaturalist-open-data.s3.amazonaws.com/photos/228122039/medium.jpeg,,"",,1,0,false,,"Im. Tsyurupy, Moscow Oblast, Russia, 140221",55.4943638889,38.6447111111,35,,,,35,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Minzeblattkäfer,Chrysolina graminis,Листоед травяной,Insecta,545692,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Doryphorini,Chrysolinina,Chrysolina,,Chrysolina graminis,,,,
133887384,2022/09/06 08:10,2022-09-06,2022-09-06 05:10:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 07:45:48 +0000,2022-09-10 19:41:04 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133887384,https://inaturalist-open-data.s3.amazonaws.com/photos/228124420/medium.jpeg,,"",Не могу отличить обыкновенный орляк от соснякового и прочих (,2,0,false,,"Voskresenskiy rayon, Moskva, Russia",55.4890138889,38.6414333333,10,,,,10,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Орляк сосняковый,Pteridium pinetorum,Орляк сосняковый,Plantae,841645,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,Dennstaedtiaceae,,,,,Pteridium,,Pteridium pinetorum,,,,
133888025,2022/09/06 08:20,2022-09-06,2022-09-06 05:20:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 07:59:53 +0000,2022-09-06 14:47:30 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133888025,https://inaturalist-open-data.s3.amazonaws.com/photos/228127331/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4888194444,38.6411777778,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ландыш майский,Convallaria majalis,Ландыш майский,Plantae,48206,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,,Convallarieae,,Convallaria,,Convallaria majalis,,,,
133889461,2022/09/06 08:23,2022-09-06,2022-09-06 05:23:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 08:36:52 +0000,2023-02-14 00:16:13 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/133889461,https://inaturalist-open-data.s3.amazonaws.com/photos/228129922/medium.jpeg,,budetinetakoe_check_spring,Лесная малина,4,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4887361111,38.6408972222,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Рубус,Rubus,Рубус,Plantae,47544,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Rubeae,,Rubus,,,,,,
133891285,2022/09/06 08:23,2022-09-06,2022-09-06 05:23:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 09:18:50 +0000,2022-09-06 15:55:35 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133891285,https://inaturalist-open-data.s3.amazonaws.com/photos/228130105/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4887972222,38.6408805556,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Василёк луговой,Centaurea jacea,Василёк луговой,Plantae,55713,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Centaureinae,Centaurea,,Centaurea jacea,,,,
133891735,2022/09/06 08:25,2022-09-06,2022-09-06 05:25:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 09:30:59 +0000,2022-09-06 09:32:47 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133891735,https://inaturalist-open-data.s3.amazonaws.com/photos/228133549/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4887777778,38.6408194444,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Ястребинка зонтичная,Hieracium umbellatum,Ястребинка зонтичная,Plantae,55909,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Hieraciinae,Hieracium,,Hieracium umbellatum,,,,
133893080,2022/09/06 08:30,2022-09-06,2022-09-06 05:30:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 09:58:32 +0000,2022-09-06 11:23:54 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133893080,https://inaturalist-open-data.s3.amazonaws.com/photos/228134741/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4887888889,38.6405805556,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Дуб черешчатый,Quercus robur,Дуб черешчатый,Plantae,56133,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,,,Quercus,,Quercus robur,,,,
133894866,2022/09/06 08:39,2022-09-06,2022-09-06 05:39:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 10:33:44 +0000,2022-09-07 23:17:48 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133894866,https://inaturalist-open-data.s3.amazonaws.com/photos/228136655/medium.jpeg,,"",,2,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4884861111,38.640225,10,,,,10,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,wood horsetail,Equisetum sylvaticum,Хвощ лесной,Plantae,118537,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,Equisetaceae,,,,,Equisetum,,Equisetum sylvaticum,,,,
133895729,2022/09/06 08:43,2022-09-06,2022-09-06 05:43:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 10:48:46 +0000,2022-09-06 11:43:14 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133895729,https://inaturalist-open-data.s3.amazonaws.com/photos/228141264/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4885555556,38.6398388889,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Щавель туполистный,Rumex obtusifolius,Щавель туполистный,Plantae,63371,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumiceae,,Rumex,,Rumex obtusifolius,,,,
133896631,2022/09/06 08:46,2022-09-06,2022-09-06 05:46:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 11:03:10 +0000,2022-09-06 11:41:35 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133896631,https://inaturalist-open-data.s3.amazonaws.com/photos/228142050/medium.jpeg,,"",В тенистом участке на окраине леса,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4885138889,38.6399277778,10,,,,10,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Клён американский,Acer negundo,Клён американский,Plantae,47726,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,,,Acer,,Acer negundo,,,,
133897522,2022/09/06 08:53,2022-09-06,2022-09-06 05:53:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 11:20:57 +0000,2022-09-06 17:39:25 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133897522,https://inaturalist-open-data.s3.amazonaws.com/photos/228144284/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4885611111,38.6398694444,10,,,,10,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Трентеполия,Trentepohlia,Трентеполия,Plantae,68611,Plantae,Chlorophyta,,,Ulvophyceae,,,Trentepohliales,,,Trentepohliaceae,,,,,Trentepohlia,,,,,,
133898316,2022/09/06 08:54,2022-09-06,2022-09-06 05:54:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 11:37:32 +0000,2022-09-06 11:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133898316,https://inaturalist-open-data.s3.amazonaws.com/photos/228144966/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4884333333,38.6398055556,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Черёмуха обыкновенная,Prunus padus,Черёмуха обыкновенная,Plantae,143793,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Amygdaleae,,Prunus,,Prunus padus,,,,
133899248,2022/09/06 09:03,2022-09-06,2022-09-06 06:03:00 +0000,St. Petersburg,6076059,budetinetakoe,Ilya Baidakov,2022-09-06 11:54:30 +0000,2022-09-06 12:14:18 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/133899248,https://inaturalist-open-data.s3.amazonaws.com/photos/228148173/medium.jpeg,,"",,1,0,false,,"Voskresensky District, Moscow Oblast, Russia",55.4884861111,38.639175,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Клён остролистный,Acer platanoides,Клён остролистный,Plantae,54763,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,,,Acer,,Acer platanoides,,,,
